"text","sentiment"
"zootopia compromise  the weberian state",""
"zootopia sunday update the boxoffice zootopiam world wide awesome",""
"great porcupine but the pangolin looked a bit like an armadillo alas zootopia",""
"with zootopia junglebook captainamericacivilwar disney sets hollywood record fastest to b for the year",""
"i wont let you down this has been my dream since i was a kid zootopia",""
"zootopia nickwilde judyhopps art by chimi mouryoo",""
"behind the worldwide weekend boxoffice captainamericacivilwar conquers globe zootopia passes bvs",""
"peeping out this zootopia flick withim already with the bunny",""
"zootopia mayat pm",""
"judyjudith laverne hopps zootopia zootropolis 

thanks for thisx",""
"w sufficiently strong civic norms  institutions we dont need charismatic leaders but we do need brave civil servants zootopia",""
"that moment when you meet two of your disney favorites zootopia",""
"take this cute new photo ofas judyhopps from zootopia
more more",""
"zootopia so are nickwilde and judyhopps in a relationship given the realistic aspect of the movie",""
"me on a diet zootopia zootropolis",""
"judy hopps zootopia zootropolis judyhopps disney art illustration",""
"happy mothers day zootopia",""
"did you catch all the easter eggs in zootopia",""
"this moment from zootopia gets me every time x",""
"im sorry we got fired but i swear i didnt start the h
juststop talkingplease zootopia fanart",""
"and of course they hiredzootopia",""
"also ambivalence abt organized crime  biz as usual corruption when alternative is dangerous demagogue zootopia",""
"neat how well talking animal stories done right can examine racism wo mapping too neatly onto human ethnic groups zootopia",""
"couldnt wait any longer to make some fan art of officer clawhauser gosh hes adorable zootopia",""
"others thinking zootopia will soon become required viewing for intro poli sci  urban studies classes",""
"worldwide boxoffice captainamericacivilwar hits m as zootopia crosses mbyhttp",""
"we went as a family and thought it was pretty good not great too much dialoguebased plot too heavy handed zootopia",""
"source skelebrosanscipher tumblr zootopia fanartfriday",""
"disneys zootopia red carpet premiere video disney zootopia red carpet premiere australia hotvideo",""
"boxoffice captainamericacivilwar has the thbest opening ever and zootopia is now th among animated films ww",""
"you come here unannounced on the day my daughter is to be marriedzootopia godfather",""
"judy hopps invasionzootopia judyhopps disney",""
"my head is bigger thanbody jus sayin zootopia insider",""
"i am your dream by dsh onzootopia nickwilde judyhopps",""
"the trainchase totally awesome and i loved it but the only thing judy should have taken was video zootopia",""
"fyi if you preorderat the disney store you get these fabulous lithographs for free zootopia",""
"zootopia nickwilde judyhopps art by lepler",""
"commissionzootopia major league operator by xshot on",""
"enjoy bubble tea 
zootopia zootropolis zootopie zoomania зверополис",""
"may the fourth be with you by dravening onzootopia nickwilde judyhopps",""
"wildehoppsby eloogls onzootopia nickwilde judyhopps",""
"in tundra town highway by oleedueolo onzootopia nickwilde judyhopps",""
"nick and judy zootopia by keyace onzootopia nickwilde judyhopps",""
"im really loving this song tryeverythingi swear not biased zootopia",""
"turns out i end up loving all these cute animated underdog rising to being heroes kinda movies kungfupanda zootopia",""
"zootopia comictoo smart by doraemonbasil onzootopia nickwilde judyhopps",""
"nick wilde  judy hopps donut kiss by darkradxzootopia nickwilde judyhopps",""
"zootopia not sure where i was going with this picture have a tiger with his tongue out",""
"nick and judymatching clothes by fauxone onzootopia nickwilde judyhopps",""
"nick and judy by lesbiansatan onzootopia nickwilde judyhopps",""
"escape by ronic onzootopia nickwilde judyhopps",""
"turns out real life is a little more complicated we all make mistakes which means glass half full we all have a lot in common zootopia",""
"cinco de mayo from judy and nick by ixzidian onzootopia nickwilde judyhopps",""
"melife lately zootopia",""
"bunny nose boop by velvetloz onzootopia nickwilde judyhopps",""
"gone with the wilde by frava onzootopia nickwilde judyhopps",""
"soooft by thearistocats onzootopia nickwilde judyhopps",""
"nick and judy on break by ejlightningarts onzootopia nickwilde judyhopps",""
"hhey carrot got a question by zarichezootopia nickwilde judyhopps",""
"alright here it ismy accordion cover of try everything by shakira from zootopia yupvelvety pipes",""
"get tryeverythingshaks new song from zootopiaon itunes worldwide atnow shakhq",""
"tryeverything hear it all month onzootopia by",""
"watchtalk animated zootopia role  how she put more hips into it",""
"walking up the theatre to get zootopia tickets like
rt if youve seen zootopia
get tixht",""
"u would had been proud of me mom by caseyljoneszootopia nickwilde judyhopps",""
"amazing that captainamericacivilwar killed at the box office even cooler zootopia just passed batmanvsuperman htt",""
"herein this worldyou can be whatever you wish
ok
zootopia",""
"zootopia by hamachiromano onzootopia nickwilde judyhopps",""
"nick wilde maledisneybound disney disneybound zootopia nickwildepolyvorestyle",""
"zootopia judy and nick by mizore onzootopia nickwilde judyhopps",""
"zootopia by shinyfurry onzootopia nickwilde judyhopps",""
"extracomfy by comfyprodigy onzootopia nickwilde judyhopps",""
"judy hopps male disneybound disney disneybound zootopia judyhoppspolyvorestyle",""
"does it why not you
beast beastiality furrygamer capspride sweeps uncledrewaka
zootopia",""
"does it why not you
beast furrygamer zootopia capspride sweeps uncledrewaka",""
"its natural by jinksa onzootopia nickwilde judyhopps",""
"does anyone else feel stupid for shipping a fox and a rabbit zootopia nickjudy",""
"roses for my love by snowshine onzootopia nickwilde judyhopps",""
"nick and judy podcast by sketchyjackie onzootopia nickwilde judyhopps",""
"you can own disneys zootopia on june th zootopia",""
"so far zootopia abt limits of de jure equality  role of consent  institutions in a liberal state i cd get behind that",""
"ha finally getting to see the rest of zootopia",""
"zootopia arrives on bluray dvd digital hd and dma on june th zootopia",""
"mothers day movie fun zootopia",""
"well look at you junior detective zootopia",""
"nick wilde femaledisneybound disney disneybound zootopia nickwildepolyvorestyle",""
"i only created this account to follow two of my favourite characters zootopia",""
"watched zootopia withlast night had a prettygood time really enjoyed its performances and commentary no chill",""
"now playingzootopia",""
"accountants are not usually actuaries zootopia",""
"judy hopps female disneybound disney disneybound zootopia judyhoppspolyvorestyle",""
"garry and larry zootopia wolves",""
"review on zootopia by ganeshmandalchildrenlikemovie",""
"review on zootopia by neelamsuniltiggaverygood",""
"hiro is going to watch zootopia again this weekendrhino nickwilde bighero",""
"taste the power of my enthusiasm and awesome singinglol zootopia zootopiafanart zootopiacomic",""
"carrot recorder magia zootopia supercoolday zootopiathebestcartoons",""
"a coincidencei do not think
zootopia
zootropolis zootopie zoomania",""
"zootopia zootopiafanart zootopia comic yay now to colour in this beast",""
"basically saw zootopia today",""
"is there another way to see bloopers and outtakes in zootopia",""
"just me as benjamin clawhauser zootopia zoomania cosplay disney hanami",""
"zootopia
nickbaozi
judyhana
phx fry fry
helplittle wolf
see u in malaysia fanmeeting this weekend",""
"zootopia was amazing it makes me want to be a fox again seriously gonna watch this likemore times this year",""
"the wait is over we promisezootopia is in theaters now get tickets",""
"case of the mondays on a wednesday zootopia",""
"the weekend is comingeventuallyzootopia",""
"should i go see zootopia or rachetandclank tonight",""
"mark your calendars and check your wallets ｊｕｎｅ７ is gonna be a big release day zootopia theboyandthebeast klaw",""
"nick  judy chanbaek zootopia",""
"zootopia for mothers day barre class and brunch this am",""
"zoos displaying african people were used to enforce the propaganda of the african savage to justify colonialism  brutality zootopia",""
"true friend not only accept who you are but also help you become who you should be zootopia nickwilde judyhopps",""
"mothers day
zootopia
zootropolis
zoomania
mothersday",""
"heycheck it out zootopia",""
"i would never have predicted zootopia to hit m by the end of its run maybe m max",""
"june th you can own zootopia on bluray  dvd with many extras  easter eggs zootropolis zootopie zoomaniah",""
"fan art of that cute actuary kitty did he manage to fulfill his ambitionzootopia",""
"zootopia animation of the year",""
"oh by the way im considering the idea to watch zootopia but without think about furries becausenono",""
"there are two zpds nowpvzgw zootopia",""
"nick x judy forever zootopia zootropolisjudyhopps disney",""
"zootopias fastpaced lifestyle means you always have to be ready zootopia",""
"jk simmons is mayor lionheartsee zootopia in theatres this weekend",""
"got a few moments to ourselves soand i are finally going to see zootopia animation",""
"even nick and judy couldnt keep away from faceswap zootopia",""
"best friend 
zootopia judyhopps",""
"tbt conceptart finnick zootopia zootropolis zootopie",""
"when you realize its wednesday nickwilde judyhopps zpd bestanimation zootopia zootropolis zootopie",""
"what do you mean you havent watched zootopia zootropolis zootopie",""
"zootopiam overseas totalm global totalhollywood zootopia",""
"i watched twice eng  japanese i love both judy and nick nice voice actors zootopia",""
"thank youfor including me in yourpics cosplay zootopia zootopiacosplay clawhauser",""
"its best to not know when to give up
who knew that you could learn a lot from a cartoon
zootopia",""
"worldwide boxoffice captainamericacivilwar hits m as zootopia crosses mby",""
"judy hopps and nick wilde might appear in the oscars zootopia",""
"zootopia jumps back ahead of batmanvsuperman m to m domestically",""
"zootopia arrives on dvdbluray on june th",""
"human versions of the zootopia characters zootropolis zootopie zoomania fanart source archiveofzootopia",""
"happy mothers day mayour nicky wont let you down zootopia happymothersday",""
"leap skip or hop to see zootopia in theatres this fridayget ticketsleapday",""
"zootopia has officially made more money in the united states than batmanvsuperman",""
"amazing that captainamericacivilwar killed at the box office even cooler zootopia just passed batmanvsuperman",""
"million worldwide congrats zootopia disneyanimators zootropolis zootopie",""
"zootopia cosplay зверополис
me as nickwilde
 as judyhopps
ph
help",""
"disney is doing an amazing bussiness zootopia civilwar junglebook alice findingdory they will win the sum",""
"singing zootopia thanks forfollowers",""
"here is your zootopia license happy driving ʕᴥʔ",""
"were all hoping to get a sequel for zootopia inrichwetrust pleasehearusdisney",""
"zootopia p bylcobby on tumblr nickwilde judyhopps",""
"repost in honor of zootopia in japan i was asked to zootopify two of ziptv s stars taichimasu  kiikitano",""
"zootopia is going to be released on bluray on june th im so happy",""
"zootopia th time will be watched tonight",""
"dribble shoot in the hoop zootopia marchmadness",""
"officer clawhauser is the cats meow learn how to draw the friendliest face in all of zootopia",""
"i like messing with carrots while we work sometimes well often times smirks zootopia",""
"at the movies with allkids and the hubs we are watching zootopia mothersday",""
"mindrawing zootopia",""
"source art by doraemonbasil zootopia fanartfriday",""
"i drew nick wilde from zootopia do you like my drawing zootopia zootopiafanart nickwilde nickwildefanart",""
"junglebook hasnt beaten zootopia globally wow",""
"man that movie is amazing 
all of the life lessons speak to your soul zootopia",""
"the new video for tryeverything from zootopia already has m views watch it atshakhq",""
"did you catch this disney easter egg in zootopiareply back with your zootopian version of past disney films",""
"feel so stupid looking at my phone during the credits for zootopia and missed the stripperfoxes furry phone",""
"im trying to sleep but judy hopps is a cunt zootopia",""
"best mothers day ever i got my sloth mothersday sloth happiness zootopia",""
"ok this was unexpected that batmanvsuperman would not top zootopia at the box office",""
"hey zootopia nick fans heres a little how to draw nick wilde video they had me make",""
"video a zootopia how to draw judy hopps segment i did recently",""
"disneyzombies insideout frozen zootopia art by me",""
"zootopia nickwilde art by pafull",""
"zootopia heres a quick collab work of manchas 
sketched by me and amazing colored by",""
"it had to be done zootopia vine by",""
"im not sure about you but im ready for some donuts  coffee zpd zootopia zootropolis fanart by mindcreator ht",""
"i keep seeing tweets of people taking pictures of zootopia signs at movie theaters
its actually starting to annoy me
zootopia",""
"couldnt be bothered being an adult so watching zootopia",""
"the sun must be stronginside you can feel like a fried chicken enjoy disneyland zootopia nickwilde",""
"niknjoody off on another caper shenanigan or hustle if you will zootopia",""
"dont start a howlzootopia fanart zootopia by fedorastories",""
"they didnt let lily and i into civilwar so weve gone to zootopia 
maybeitwillbegood",""
"check out these hidden zootopia easter eggsbring home the film on junepreorder",""
"i think you mean pawpsicle chirithy zootopia kingdomhearts",""
"nick  judy zootopia fanartfriday",""
"zootopia

nickbaozi
judyhana
phx fry fry
helplittle wolf
update a new photosee u in the philippinesw",""
"hey officer hopps you ready to make the world a better place zootopia",""
"zootopia
nickbaozi
judyhana
phx fry fry
helplittle wolf
we will shoot new verson of zootopia this weekend",""
"zootopia
nickbaozi
judyhana
phx fry fry
helplittle wolf
good night",""
"zootopia nickjudy versions of disneybound choosing clothes based on the color palette the disney character",""
"ohmyghadso many cute animalsi cant zootopia",""
"oh god oh god oh god shes not wearing anything underneath that skirt bunny please put that leg down zootopia",""
"would you have noticed if zootopia was branded as a pixar filmanimation",""
"doodle omglook at those cute wolf guards in zootopia",""
"zootopia newscaster different in some countriespandachina jaguarbrazil koalaaustralia tanukijapan",""
"spoiler alert zootopia
bloodbloodbloodand death",""
"i dont get why carrots was looking at me so weirdly the next morningi mean i was left on the couch so zootopia",""
"my niece is currently obsessed with zootopia here she is pretending to be judyhops so",""
"the gangs all here zootopia",""
"where are your springbreak travels taking you zootopia",""
"wow nice

zootopia tiger zootropolis",""
"need help searching for eggs todayofficer judy hopps is on the case zootopia happyeaster",""
"they offered me what i couldnt refusemoney zootopia zootropolis funnyclips cutthismyself tagafriend",""
"disneybound your favorite characters from zootopia nickwilde judyhopps zootropolis zootopie zoomania",""
"peoplearetiredof not being able to meet nick and judy atzootopia moveitshakeitpics magickingdom",""
"i like this picอย่าตัดสินคนแค่ภายนอกjustkeepyourdream zootopia zootopia",""
"judy hopps hello im here to ask you some questions about a case
nick wilde then they shouldve gotta a real cop to solve it
zootopia",""
"finally seeing zootopiaa random guy in a kids moviei must look quite weirdfurry awkward creepy",""
"just opened up the art of zootopia artbook for st time whoah theres enough material fortomore movies in there",""
"judy the grumpy mime searched artistcouldnt find her expression made me laugh say hi if you did this zootopia http",""
"have disney improved on frozen  big herowith zootropolis heres my reviewzootopia",""
"walter and jesse are back zootopia breaking bad reference",""
"so powerful carrot judyhopps powerful meaningful memes rabbit zootopia facebook cancer",""
"just watched rather wonderful zootropoliszootopia particluarly enjoyed subtext warning against project fear to mould public opinion",""
"happy mothers day zootopia i dont know who the artist is",""
"i finished my judy hopps commission im well out of practice for drawing disney characters haha d x zootopia",""
"this is real copsandrobbers zdp zootopia tsumtsum tsumphoto instadisney disneygram",""
"nick wilde being a sly fox disney pixar zootopia zootropolis nickwilde tie anthropomorphic fox furry",""
"eyes on the road carrots zootopia",""
"i summon nick and judy yugioh zootopia",""
"i kinda wanna do a zootopiabased short of what does the fox say",""
"i love coffe
zootopia 
zootropolis 
zoomania
zootopie
зверопрлис",""
"watching zootopia and it got me laughing outlike crazy nick is such an interesting character
sundaymovies",""
"all done thanks for bearing with me twitter youre probably as sick of this as i am by now zootopia",""
"i know im late but i just saw zootopia oh my nick and judy are adorable what a great film disney",""
"there were no fibonacci numbers used in zootopia right there were a lot of numbers in places so i just had to check",""
"a slice of life from the zootopia d display inside little rodentia viadisneyzootropolis http",""
"the tweet from when i got my zootopia bed set has just had a surge of likes and rts from japanese fans suddenly oo",""
"i caught the weasel zootopia",""
"zootopiacosplayin sae fesomg they are too cute",""
"a fun zootopia drawover of gazelle  tigerdancers by artdirectorofcharacters the amazingdisney",""
"fat nick on a walle chair d zootopia zootropolis nickwilde",""
"askbyron zootopia is officer francines last name is trunkaby or they are different",""
"got my new bed set all laid out 

zootopia zootropolis nickwilde",""
"affection ️ zootopia nickwilde",""
"nick wilde  judy hopps from zootopia are on their way to disney parks learn more here",""
"nick concept zootopia nickwilde",""
"im going to sleep soundly tonightzootopia zootropolis nickwilde",""
"nicks reputation is ruined xd zootopia",""
"zootopia chocolate buttercream cake

zootopia zootopiacake zootopiadisney minicake jualan",""
"meet the zootopian version of digital magicianzach lends his voice to a criminal wolf in zootopia ht",""
"this cast of animals is one not to miss zootopia hits theatres this fridayget tix",""
"zootopia movie posters zootropolis zootopie",""
"dont lose your breathzootopia comes to theatres in just three dayz get tickets",""
"text responsibly doh driverwatch where youre going nick whaaat nickwilde zootopia zootropolis zootopie ht",""
"on march th march forth to zootopia",""
"flash has already mastered that left turn magnum zoolanderzootopia zootropolis zootopie http",""
"the many faces of nickwilde aka sly fox zootopia zootropolis zootopie",""
"congrats everyone on an amazing zootopia opening weekend",""
"matrix no service all day looong zootopia starwars",""
"zoolove 
zootopia tigerlion suavexrudy gaylove",""
"judyhoppsdancestoeverything zootopia undertale megalovania sans vine by",""
"you can dig up zootopia easter eggs before owning the film on junepreorder now",""
"judy hopps and nick wilde otpcool nick cool nick zootopia",""
"hello zootopia",""
"bro im in love with this coloring zootopia",""
"fantastic version of zootopia song tryeverthing bylove it http",""
"quit it youre gonna start a howl
best scene in zootopia",""
"finnicklove this guy so much zootopia finnick",""
"people like nick may think that con artists will do anything that they can do anything but im not willing to accept thatzootopia",""
"thank you to the fanz for making zootopia themovie in the world forweekz in a row",""
"you know you love me 

ズートピア 回目 字幕 ジュディ ニック 好き zootopia judy nick",""
"here is your zootopianexpress train ticket have a great trip to zootopia ʕᴥʔ",""
"so carrots and i had a bet on who could sell more sighs they just loved carrots way more i mean carrots zootopia http",""
"does this make you uncomfortable zootopia",""
"zootopia lilo  nick and judy",""
"are you kidding mezootopia p",""
"welcome to the community of bunnyburrow zootropolis bunnyburrow zootopia judyhopps",""
"are your customers aware theyre getting snot and mucus with their cookies and cream zootopia",""
"see disneys zootopia pg today showtimes atandthefct sloth downtownfarmington",""
"great piece of zootopia fanart from jarvisrama on deviantart disneyanimation",""
"recorded the amazing ginnifer goodwin day as kickss lovable judy hopps zootopia disneyanimationhttp",""
"zootopias hilarious  adrble ginnifer goodwin rtlmedisneyanimation http",""
"a naughty capture from annecy what a great memorydisney zootopia",""
"zootopia booth visit wnick  hopps last nightgreat sneak peeks today dexpo",""
"so fun to see them all together thx to artist david gilson tangled zootopia bolthtt",""
"that time years ago when i was ft over gators on a bridge zootopia research donthugthegatorshtt",""
"see zootopia in theatres this weekendjust be careful about where you park 
get tix 
http",""
"ginnifers last zootopia recording wme rich  jaredmiss her already zootopiahttp",""
"uhh where did you even get that bunny it sorta looks like my uncle sniffs smells like my uncle zootopia",""
"zootopia drawings i did duringgood morning texas this morning",""
"everyone here at zootopia wants to say hay zootopia zootropolis zootopie",""
"thoughttoday sometimes the only thing separating us from life  death is asheet of plexiglass zootopia",""
"yesterday we watched zootopia and its the best disney ever absolutely adorable and funny zootopia disneyloveit",""
"looking at nick zootopia judyhopps",""
"omg what a wonderful zootopia scene",""
"hope everyone found their pot of gold nicholas p wilde did zootopia zootropolis zootopie nickwilde",""
"whos seeing zootopia tonight screenings start at pm get tickets now",""
"best scene of zootopia",""
"my headcanon for nick is that hes really tough but absolutely loves being taken care of especially by a certain bunn",""
"never let them see that they get to you
 nick wilde to judy 

zootopia zootopiath",""
"got this awesome model of judyhopps from zootopia and thought id practice a bit of texturing and rigging",""
"bookending for my th zootopia showing im seeing same time i saw it the first time lt",""
"flash flash hundred yard dash hana so good zootopia",""
"slang in zootopia brings the fridge logic especially finnick calling the cops the fuzz",""
"adorable fanart by mushstone nickwilde judyhopps zootopia zootropolis zootopie",""
"zoo zoo  bunny talk nickwilde judyhopps zootopia zootropolis zootopie fanart by hanh",""
"leap into theaters to watch zootopia zootropolis zootopie",""
"new tv spot zootopia in theaters march th zootropolis zootopie",""
"cool zootopia poster byzootropolis zootopie",""
"omgoodness early conceptart of officer clawhauser  shakira tiger dancers zootopia zootropolis zootopie ht",""
"ffhe is the art director of environments for zootopia check out his workh",""
"zoo in black zootopia ズートピア",""
"welcome to the zpdprecinct sahara squarementor officer clawhauser ʕᴥʔ zootopia",""
"bff nickwilde judyhopps zootopia zootropolis zootopie fanart bylittlefive",""
"starwarsday maytheth be with you flash zootopia zootropolis zootopie zoomania",""
"ha ha pretty sneaky slick zootopia",""
"every time i see something related to zootopia zootopia зверополис",""
"flash today hanami cosplay zootopia zoomania hanami",""
